@relation "jmonkeyengine"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.NullPointerException,java.lang.RuntimeException,java.lang.IllegalStateException,java.lang.IllegalArgumentException,java.lang.UnsupportedOperationException,com.jme3.asset.AssetNotFoundException,com.jme3.asset.AssetLoadException,java.io.IOException,com.jme3.scene.plugins.blender.file.BlenderFileException,java.lang.AssertionError,java.lang.Exception,com.jme3.renderer.RendererException,org.xml.sax.SAXException,com.jme3.material.plugins.MatParseException,com.jme3.network.kernel.KernelException}

@data
119,"IfStatement","null",true,"colors positions ","java.util.List int java.util.List ","NULL ","size ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
120,"IfStatement","null",true,"result size position ","int java.lang.Integer ","","intValue ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
121,"SwitchStatement","null",false,"ipo type ","int ","","","","",java.lang.IllegalStateException
122,"IfStatement","null",false,"ipo_cardinal ipo type ","int com.jme3.scene.plugins.blender.textures.ColorBand ","","","","",java.lang.IllegalStateException
123,"SwitchStatement","null",true,"texco ","com.jme3.scene.plugins.blender.textures.UVCoordinatesGenerator.UVCoordinatesType ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
124,"SwitchStatement","null",true,"projection ","com.jme3.scene.plugins.blender.textures.UVProjectionGenerator.UVProjectionType ","","","","java.lang.IllegalStateException ",java.lang.IllegalStateException
125,"SwitchStatement","null",true,"texco ","com.jme3.scene.plugins.blender.textures.UVCoordinatesGenerator.UVCoordinatesType ","","","","",java.lang.IllegalStateException
126,"SwitchStatement","null",true,"texco ","com.jme3.scene.plugins.blender.textures.UVCoordinatesGenerator.UVCoordinatesType ","","","","",java.lang.IllegalStateException
127,"IfStatement","null",false,"","com.jme3.bounding.BoundingVolume com.jme3.bounding.BoundingSphere ","","","","",java.lang.IllegalStateException
128,"IfStatement","null",false,"","com.jme3.bounding.BoundingVolume com.jme3.bounding.BoundingSphere ","","","","",java.lang.IllegalStateException
129,"SwitchStatement","null",false,"type ","int ","","","BlenderFileException ","java.lang.IllegalStateException ",com.jme3.scene.plugins.blender.file.BlenderFileException
130,"SwitchStatement","null",true,"blender context ","com.jme3.scene.plugins.blender.BlenderContext com.jme3.asset.BlenderKey com.jme3.asset.BlenderKey.MipmapGenerationMethod ","","getMipmapGenerationMethod getBlenderKey ","BlenderFileException ","com.jme3.scene.plugins.blender.file.BlenderFileException ",java.lang.IllegalStateException
131,"IfStatement","null",true,"max y min y ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
132,"IfStatement","null",true,"min x max x ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
133,"IfStatement","null",true,"image ","com.jme3.texture.Image int java.util.List ","","getData size ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
134,"SwitchStatement","null",true,"blender context ","com.jme3.scene.plugins.blender.BlenderContext com.jme3.asset.BlenderKey com.jme3.asset.BlenderKey.MipmapGenerationMethod ","","getMipmapGenerationMethod getBlenderKey ","","",java.lang.IllegalStateException
135,"IfStatement","null",true,"source image target image ","com.jme3.texture.Image int ","","getDepth ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
136,"IfStatement","null",true,"source image target image ","com.jme3.texture.Image int ","","getWidth ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
137,"IfStatement","null",true,"source image target image ","com.jme3.texture.Image int ","","getHeight ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
138,"IfStatement","null",true,"source image target image ","com.jme3.texture.Image int ","","getDepth ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
139,"IfStatement","null",true,"source image target image ","com.jme3.texture.Image int ","","getWidth ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
140,"IfStatement","null",true,"source image target image ","com.jme3.texture.Image int ","","getHeight ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
141,"SwitchStatement","null",false,"format ","com.jme3.texture.Image.Format ","","","","",java.lang.IllegalStateException
142,"IfStatement","null",true,"texture ","com.jme3.texture.Texture com.jme3.texture.Texture2D com.jme3.scene.plugins.blender.textures.GeneratedTexture ","","","","",java.lang.IllegalArgumentException
143,"IfStatement","null",true,"texture ","com.jme3.texture.Texture com.jme3.texture.Texture2D ","","","","",java.lang.IllegalArgumentException
144,"SwitchStatement","null",false,"image ","com.jme3.texture.Image com.jme3.texture.Image.Format ","","getFormat ","","",java.lang.IllegalStateException
145,"IfStatement","null",false,"image format face texture element ","com.jme3.texture.Image.Format com.jme3.scene.plugins.blender.textures.TriangulatedTexture.TriangleTextureElement com.jme3.texture.Image ","","getFormat ","","",java.lang.IllegalArgumentException
146,"IfStatement","null",false,"triangle texture element image new format ","com.jme3.texture.Image.Format com.jme3.scene.plugins.blender.textures.TriangulatedTexture.TriangleTextureElement com.jme3.texture.Image ","","getFormat ","","",java.lang.IllegalArgumentException
147,"MethodDeclaration","null",true,"texture element face index ","int com.jme3.scene.plugins.blender.textures.TriangulatedTexture.TriangleTextureElement ","","","","",java.lang.IllegalStateException
148,"SwitchStatement","null",true,"type ","int ","","","","",java.lang.IllegalStateException
149,"SwitchStatement","null",true,"image format ","com.jme3.texture.Image.Format ","","","","",java.lang.IllegalStateException
150,"SwitchStatement","null",true,"blendtype ","int ","","","","",java.lang.IllegalStateException
151,"SwitchStatement","null",false,"blend type ","int ","","","","",java.lang.IllegalStateException
152,"IfStatement","null",false,"musgrave function ","com.jme3.scene.plugins.blender.textures.generating.NoiseGenerator.MusgraveFunction ","NULL ","","","",java.lang.IllegalStateException
153,"SwitchStatement","null",true,"generated texture ","int ","","","","",java.lang.IllegalStateException
154,"SwitchStatement","null",true,"image ","com.jme3.texture.Image com.jme3.texture.Image.Format ","","getFormat ","","",java.lang.IllegalStateException
155,"SwitchStatement","null",true,"image ","com.jme3.texture.Image com.jme3.texture.Image.Format ","","getFormat ","","",java.lang.IllegalStateException
156,"SwitchStatement","null",true,"format ","com.jme3.texture.Image.Format ","","","","",java.lang.IllegalStateException
157,"SwitchStatement","null",true,"image ","com.jme3.texture.Image com.jme3.texture.Image.Format ","","getFormat ","","java.lang.IllegalStateException ",java.lang.IllegalStateException
158,"SwitchStatement","null",true,"image ","com.jme3.texture.Image com.jme3.texture.Image.Format ","","getFormat ","","java.lang.IllegalStateException ",java.lang.IllegalStateException
159,"SwitchStatement","null",true,"image ","com.jme3.texture.Image com.jme3.texture.Image.Format ","","getFormat ","","java.lang.IllegalStateException ",java.lang.IllegalStateException
160,"SwitchStatement","null",true,"image ","com.jme3.texture.Image com.jme3.texture.Image.Format ","","getFormat ","","java.lang.IllegalStateException ",java.lang.IllegalStateException
161,"SwitchStatement","null",true,"image ","com.jme3.texture.Image com.jme3.texture.Image.Format ","","getFormat ","","",java.lang.IllegalStateException
162,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
163,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
164,"SwitchStatement","null",false,"threading type ","com.jme3.bullet.BulletAppState.ThreadingType ","","","","",java.lang.IllegalStateException
165,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
166,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
167,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
168,"IfStatement","null",false,"","com.jme3.animation.SkeletonControl ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
169,"IfStatement","null",false,"bone list ","java.util.Set boolean ","","isEmpty ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
170,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
171,"MethodDeclaration","null",false,"","","","","","",java.lang.UnsupportedOperationException
172,"IfStatement","null",false,"unit_y_check unit_xyz_check zero unit_z unit_y unit_xyz unit_x unit_x_check zero_check unit_z_check ","com.jme3.math.Vector3f boolean ","","equals ","","",java.lang.IllegalStateException
173,"IfStatement","null",true,"spatial ","com.jme3.scene.Spatial com.jme3.scene.Node ","","","","",java.lang.IllegalArgumentException
174,"IfStatement","null",true,"spatial ","com.jme3.scene.Spatial com.jme3.scene.Node ","","","","",java.lang.IllegalArgumentException
175,"IfStatement","null",true,"spatial ","com.jme3.scene.Spatial com.jme3.scene.Node ","","","","",java.lang.IllegalArgumentException
176,"CatchClause","java.lang.ReflectiveOperationException",true,"model transform class joint ","com.jme3.anim.Joint java.lang.Class java.lang.Class void ","","setJointModelTransform newInstance ","","",java.lang.IllegalArgumentException
177,"CatchClause","java.lang.CloneNotSupportedException",false,"clone ","com.jme3.anim.Armature java.lang.Object ","","","","",java.lang.AssertionError
178,"CatchClause","java.lang.ClassNotFoundException",false,"model transform class class name ","java.lang.Class java.lang.String java.lang.Class com.jme3.anim.util.JointModelTransform java.lang.Class ","","forName ","IOException ","",com.jme3.asset.AssetLoadException
179,"CatchClause","java.lang.CloneNotSupportedException",false,"","java.lang.Object ","","","","",java.lang.RuntimeException
180,"IfStatement","null",true,"anim clip map anim ","java.util.Map com.jme3.anim.AnimClip java.lang.String boolean ","","getName containsKey ","","",java.lang.IllegalArgumentException
181,"IfStatement","null",false,"","com.jme3.anim.AnimComposer.Layer ","NULL ","","","",java.lang.IllegalArgumentException
182,"IfStatement","null",false,"clip ","com.jme3.anim.AnimClip ","NULL ","","","",java.lang.IllegalArgumentException
183,"CatchClause","java.lang.CloneNotSupportedException",false,"clone ","com.jme3.anim.AnimComposer java.lang.Object ","","","","",java.lang.AssertionError
184,"CatchClause","java.lang.CloneNotSupportedException",false,"clone ","com.jme3.anim.AnimComposer.Layer java.lang.Object ","","","","",java.lang.AssertionError
185,"IfStatement","null",false,"joint ","com.jme3.anim.Joint ","NULL ","","","",java.lang.IllegalArgumentException
186,"IfStatement","null",true,"length times ","int float ","","","","",java.lang.RuntimeException
187,"IfStatement","null",true,"times ","float ","NULL ","","","",java.lang.RuntimeException
188,"CatchClause","java.lang.CloneNotSupportedException",false,"clone ","com.jme3.anim.MorphTrack java.lang.Object ","","","","",java.lang.AssertionError
189,"IfStatement","null",true,"armature ","com.jme3.anim.Armature ","NULL ","","","",java.lang.IllegalArgumentException
190,"IfStatement","null",false,"","com.jme3.anim.Joint ","NULL ","","","",java.lang.IllegalArgumentException
191,"IfStatement","null",false,"max weights per vert ","int ","","","","",java.lang.IllegalStateException
192,"IfStatement","null",false,"max weights per vert ","int ","","","","",java.lang.IllegalStateException
193,"IfStatement","null",true,"length times ","int float ","","","","",java.lang.RuntimeException
194,"IfStatement","null",false,"times ","float ","NULL ","","","java.lang.RuntimeException ",java.lang.RuntimeException
195,"IfStatement","null",true,"translations length ","com.jme3.math.Vector3f int ","","","","java.lang.RuntimeException ",java.lang.RuntimeException
196,"IfStatement","null",false,"times ","float ","NULL ","","","java.lang.RuntimeException ",java.lang.RuntimeException
197,"IfStatement","null",true,"length scales ","com.jme3.math.Vector3f int ","","","","java.lang.RuntimeException ",java.lang.RuntimeException
198,"IfStatement","null",false,"times ","float ","NULL ","","","java.lang.RuntimeException ",java.lang.RuntimeException
199,"IfStatement","null",true,"rotations length ","com.jme3.math.Quaternion int ","","","","java.lang.RuntimeException ",java.lang.RuntimeException
200,"CatchClause","java.lang.CloneNotSupportedException",false,"clone ","com.jme3.anim.TransformTrack java.lang.Object ","","","","",java.lang.AssertionError
201,"CatchClause","java.lang.CloneNotSupportedException",false,"clone ","com.jme3.anim.Joint java.lang.Object ","","","","",java.lang.AssertionError
202,"IfStatement","null",true,"target ","java.lang.Object ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
203,"IfStatement","null",false,"method ","java.lang.reflect.Method ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
204,"CatchClause","java.lang.IllegalAccessException",false,"args target method ","java.lang.Object java.lang.reflect.Method java.lang.Object ","","invoke ","","java.lang.RuntimeException ",java.lang.RuntimeException
205,"CatchClause","java.lang.reflect.InvocationTargetException",false,"args target method ","java.lang.Object java.lang.reflect.Method java.lang.Object ","","invoke ","","java.lang.RuntimeException ",java.lang.RuntimeException
206,"IfStatement","null",true,"target ","java.lang.Object ","NULL ","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
