@relation "lucene"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.RuntimeException,java.lang.IllegalArgumentException,java.lang.Error,java.io.IOException,java.lang.AssertionError,java.lang.IllegalStateException,java.text.ParseException,java.lang.UnsupportedOperationException,java.lang.NullPointerException,java.lang.Throwable,java.io.EOFException,java.io.FileNotFoundException,java.lang.Exception,org.apache.lucene.util.ThreadInterruptedException,org.apache.lucene.index.CorruptIndexException,java.lang.IndexOutOfBoundsException,org.apache.lucene.store.AlreadyClosedException,java.util.NoSuchElementException,java.io.UncheckedIOException,NULL,java.nio.file.NoSuchFileException,java.lang.NumberFormatException,org.antlr.v4.runtime.FailedPredicateException,org.apache.lucene.queryparser.classic.ParseException,org.apache.lucene.queryparser.flexible.standard.parser.ParseException,org.apache.lucene.queryparser.surround.parser.ParseException,org.apache.lucene.queryparser.xml.ParserException,junit.framework.AssertionFailedError,org.apache.tools.ant.BuildException}

@data
136,"CatchClause","java.io.IOException",false,"scratch segment oconv dictionary ","org.apache.lucene.analysis.hunspell.Dictionary java.lang.StringBuilder org.apache.lucene.util.fst.FST void ","","applyMappings ","","",java.lang.RuntimeException
137,"CatchClause","java.io.IOException",false,"default_stopword_file default_stop_set ","org.apache.lucene.analysis.CharArraySet java.lang.String org.apache.lucene.analysis.hy.ArmenianAnalyzer ","","loadStopwordSet ","","",java.lang.RuntimeException
138,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
139,"CatchClause","java.io.IOException",false,"default_stopword_file default_stop_set ","org.apache.lucene.analysis.CharArraySet java.lang.String org.apache.lucene.analysis.id.IndonesianAnalyzer ","","loadStopwordSet ","","",java.lang.RuntimeException
140,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
141,"CatchClause","java.io.IOException",false,"default_stopword_file utf_8 default_stop_set ","org.apache.lucene.analysis.CharArraySet java.lang.String java.nio.charset.Charset java.io.Reader java.nio.charset.StandardCharsets org.apache.lucene.analysis.snowball.SnowballFilter org.apache.lucene.util.IOUtils org.apache.lucene.analysis.WordlistLoader ","","getDecodingReader getSnowballWordSet ","","",java.lang.RuntimeException
142,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
143,"CatchClause","java.io.IOException",false,"default_stopword_file default_stop_set ","org.apache.lucene.analysis.CharArraySet java.lang.String org.apache.lucene.analysis.lt.LithuanianAnalyzer ","","loadStopwordSet ","","",java.lang.RuntimeException
144,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
145,"CatchClause","java.io.IOException",false,"default_stopword_file utf_8 default_stop_set ","org.apache.lucene.analysis.CharArraySet java.lang.String java.nio.charset.Charset java.io.Reader java.nio.charset.StandardCharsets org.apache.lucene.analysis.lv.LatvianAnalyzer org.apache.lucene.util.IOUtils org.apache.lucene.analysis.WordlistLoader ","","getDecodingReader getWordSet ","","",java.lang.RuntimeException
146,"IfStatement","null",true,"hash count ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
147,"IfStatement","null",true,"bucket count ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
148,"IfStatement","null",true,"hash set size ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
149,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
150,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
151,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
152,"IfStatement","null",true,"max start offset ","int ","","","","",java.lang.IllegalArgumentException
153,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
154,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
155,"IfStatement","null",false,"was reset ","boolean ","","","IOException ","",java.lang.IllegalStateException
156,"IfStatement","null",true,"length ","int ","","","","",java.lang.IllegalArgumentException
157,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
158,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
159,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
160,"IfStatement","null",true,"min ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
161,"IfStatement","null",true,"max min ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
162,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
163,"IfStatement","null",false,"filter name wrapped filter args ","java.lang.String java.util.LinkedHashMap boolean ","","containsKey ","","",java.lang.IllegalArgumentException
164,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
165,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
166,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
167,"IfStatement","null",false,"","java.util.regex.Matcher boolean ","","find ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
168,"IfStatement","null",false,"lhs ","java.lang.String int ","","length ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
169,"IfStatement","null",false,"rhs ","java.lang.Byte ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
170,"IfStatement","null",false,"len read pos ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
171,"IfStatement","null",false,"len read pos ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
172,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
173,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
174,"IfStatement","null",false,"","java.util.regex.Matcher boolean ","","find ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
175,"IfStatement","null",false,"lhs ","java.lang.String int ","","length ","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
176,"IfStatement","null",false,"rhs ","java.lang.Byte ","NULL ","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
177,"IfStatement","null",false,"len read pos ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
178,"IfStatement","null",false,"len read pos ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
179,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
180,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
181,"IfStatement","null",true,"min ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
182,"IfStatement","null",true,"max min ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
183,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
184,"CatchClause","java.lang.IllegalArgumentException",true,"sources length base ","int java.util.Iterator org.apache.lucene.util.AttributeSource org.apache.lucene.analysis.TokenStream java.lang.Class org.apache.lucene.util.Attribute void boolean ","","hasNext getAttributeClassesIterator copyTo addAttribute next ","","",java.lang.IllegalArgumentException
185,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
186,"IfStatement","null",true,"generate_number_parts split_on_numerics stem_english_possessive catenate_all catenate_words ignore_keywords preserve_original catenate_numbers configuration flags split_on_case_change generate_word_parts ","int ","","","","",java.lang.IllegalArgumentException
187,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
188,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
189,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
190,"IfStatement","null",true,"max token count ","int ","","","","",java.lang.IllegalArgumentException
191,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
192,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
193,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
194,"IfStatement","null",true,"min word length ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
195,"IfStatement","null",true,"max word count ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
196,"IfStatement","null",true,"max token length ","int ","","","","java.lang.IllegalArgumentException java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
197,"IfStatement","null",true,"max token position ","int ","","","","",java.lang.IllegalArgumentException
198,"IfStatement","null",false,"prefix length ","byte ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
199,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
200,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
201,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
202,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
203,"IfStatement","null",true,"min gram ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
204,"IfStatement","null",true,"min gram max gram ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
205,"IfStatement","null",true,"min gram ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
206,"IfStatement","null",true,"min gram max gram ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
207,"IfStatement","null",true,"min gram ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
208,"IfStatement","null",true,"min gram max gram ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
209,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
210,"CatchClause","java.io.IOException",false,"default_stopword_file utf_8 default_stop_set ","org.apache.lucene.analysis.CharArraySet java.lang.String java.nio.charset.Charset java.io.Reader java.nio.charset.StandardCharsets org.apache.lucene.analysis.snowball.SnowballFilter org.apache.lucene.util.IOUtils org.apache.lucene.analysis.WordlistLoader ","","getDecodingReader getSnowballWordSet ","","",java.lang.RuntimeException
211,"CatchClause","java.io.IOException",false,"builder stemdict ","org.apache.lucene.analysis.miscellaneous.StemmerOverrideFilter.StemmerOverrideMap org.apache.lucene.analysis.miscellaneous.StemmerOverrideFilter.Builder ","","build ","","",java.lang.RuntimeException
212,"IfStatement","null",true,"bokmaal flags nynorsk ","int ","","","","",java.lang.IllegalArgumentException
213,"IfStatement","null",true,"bokmaal flags nynorsk ","int ","","","","",java.lang.IllegalArgumentException
214,"IfStatement","null",false,"variant ","java.lang.String boolean ","","equals ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
215,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
216,"CatchClause","java.io.IOException",false,"default_stopword_file utf_8 default_stop_set ","org.apache.lucene.analysis.CharArraySet java.lang.String java.nio.charset.Charset java.io.Reader java.nio.charset.StandardCharsets org.apache.lucene.analysis.snowball.SnowballFilter org.apache.lucene.util.IOUtils org.apache.lucene.analysis.WordlistLoader ","","getDecodingReader getSnowballWordSet ","","",java.lang.RuntimeException
217,"IfStatement","null",false,"variant ","java.lang.String boolean ","","equals ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
218,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
219,"IfStatement","null",true,"buffer size ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
220,"IfStatement","null",true,"skip ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
221,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
222,"IfStatement","null",true,"buffer size ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
223,"IfStatement","null",true,"skip ","int ","","","","java.lang.IllegalArgumentException ",java.lang.IllegalArgumentException
224,"IfStatement","null",true,"dfa ","org.apache.lucene.util.automaton.Automaton boolean ","","isDeterministic ","","",java.lang.IllegalArgumentException
225,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
226,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
227,"IfStatement","null",true,"dfa ","org.apache.lucene.util.automaton.Automaton boolean ","","isDeterministic ","","",java.lang.IllegalArgumentException
228,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
229,"IfStatement","null",true,"matcher group ","int java.util.regex.Matcher ","","groupCount ","","",java.lang.IllegalArgumentException
230,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
231,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
232,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
233,"IfStatement","null",true,"args ","java.util.Map boolean ","","isEmpty ","","",java.lang.IllegalArgumentException
